Summary

-------character entropy-------
rasenbildende: entropy = 3.5374669708908892, entropy normalised = 0.27211284391468377
langstengelige: entropy = 3.568231909778229, entropy normalised = 0.2548737078413021
Formen: entropy = 1.2678598992816956, entropy normalised = 0.21130998321361594
Schutz: entropy = 0.8297383477885305, entropy normalised = 0.13828972463142175
äusseren: entropy = 2.0849287594840615, entropy normalised = 0.2606160949355077
Wasserreservoirs: entropy = 3.8775255276470633, entropy normalised = 0.24234534547794145
(Cisternen): entropy = 2.518801421981992, entropy normalised = 0.22898194745290834
rosettenbildender: entropy = 4.556179291774703, entropy normalised = 0.2680105465749825
Bromeliaceen:: entropy = 2.9421249270392997, entropy normalised = 0.22631730207994613
Catopsis,: entropy = 1.5029106856210528, entropy normalised = 0.16699007618011696
Ortgiesia.: entropy = 2.123077913302547, entropy normalised = 0.21230779133025468
tillandsioides,: entropy = 3.4385096664901305, entropy normalised = 0.2292339777660087
Tillandsia: entropy = 2.1104029250124277, entropy normalised = 0.21104029250124276
flexuosa,: entropy = 1.498800622039361, entropy normalised = 0.1665334024488179
bulbosa: entropy = 1.0848665580987686, entropy normalised = 0.15498093687125267
74;: entropy = 0.020326407524934764, entropy normalised = 0.006775469174978254
Unterschied: entropy = 2.7072917291630936, entropy normalised = 0.2461174299239176
Spitze: entropy = 1.1026872073983447, entropy normalised = 0.18378120123305744
Basis: entropy = 0.9977234973047919, entropy normalised = 0.19954469946095837
Blättern: entropy = 1.6861501599814068, entropy normalised = 0.21076876999767585
wasseraufspeichernder: entropy = 5.099804750874007, entropy normalised = 0.24284784527971462
76;: entropy = 0.020850971606052114, entropy normalised = 0.006950323868684038
Reduction: entropy = 1.9078231436581796, entropy normalised = 0.21198034929535328
Wasserleitungsbahnen: entropy = 4.87079410992693, entropy normalised = 0.2435397054963465
79;: entropy = 0.01892170167687322, entropy normalised = 0.006307233892291073
botanischen: entropy = 2.5901731063721, entropy normalised = 0.23547028239746365
Gartens: entropy = 1.682881617704718, entropy normalised = 0.24041165967210257
zu: entropy = 0.225100844176641, entropy normalised = 0.1125504220883205
Lüttich: entropy = 1.1201043359579885, entropy normalised = 0.1600149051368555
80.: entropy = 0.10150728038760393, entropy normalised = 0.03383576012920131
Anfänge: entropy = 1.3685197183396378, entropy normalised = 0.19550281690566254
Blätter:: entropy = 1.361903734070862, entropy normalised = 0.17023796675885774
Pitcairnia: entropy = 2.2491616337907145, entropy normalised = 0.22491616337907144
eine: entropy = 1.4440145695484397, entropy normalised = 0.3610036423871099
Ursache,: entropy = 1.5708379548553955, entropy normalised = 0.19635474435692443
nicht: entropy = 1.1780024331435504, entropy normalised = 0.23560048662871008
Wirkung: entropy = 1.21824546365156, entropy normalised = 0.17403506623593715
81.: entropy = 0.10724415264390433, entropy normalised = 0.035748050881301445
Infolge: entropy = 1.2658701793549074, entropy normalised = 0.18083859705070107
entstandene: entropy = 3.3112077765577776, entropy normalised = 0.3010188887779798
82.: entropy = 0.10108764166206403, entropy normalised = 0.03369588055402135
_VI.: entropy = 0.14388120997331058, entropy normalised = 0.035970302493327645
Schlussbetrachtungen._: entropy = 4.401493586459745, entropy normalised = 0.2000678902936248
vor: entropy = 0.4288445521662516, entropy normalised = 0.1429481840554172
Annahme: entropy = 1.6438532497708396, entropy normalised = 0.23483617853869138
existirenden: entropy = 3.374526706742898, entropy normalised = 0.2812105588952415
nützlichen: entropy = 2.18817098063432, entropy normalised = 0.218817098063432
Eigenschaften: entropy = 3.0240610457283297, entropy normalised = 0.23262008044064075
natürliche: entropy = 2.262869288569474, entropy normalised = 0.2262869288569474
Züchtung: entropy = 1.2258117155651291, entropy normalised = 0.15322646444564114
vervollkommnet: entropy = 2.6061210369825254, entropy normalised = 0.18615150264160896
83.: entropy = 0.09961348931976294, entropy normalised = 0.03320449643992098
85.: entropy = 0.09875335520004896, entropy normalised = 0.03291778506668299
86.: entropy = 0.09939171589072676, entropy normalised = 0.033130571963575585
Vergleich: entropy = 2.0326561312611915, entropy normalised = 0.2258506812512435
Orchideenluftwurzeln: entropy = 4.340844505296953, entropy normalised = 0.21704222526484768
Bromeliaceenblätter: entropy = 4.350067874912925, entropy normalised = 0.2289509407848908
usneoides: entropy = 2.3957497129984495, entropy normalised = 0.2661944125553833
Aëranthus: entropy = 1.64072533792873, entropy normalised = 0.18230281532541445
87.: entropy = 0.09882927689207485, entropy normalised = 0.032943092297358284
Extreme: entropy = 1.4625146471177528, entropy normalised = 0.2089306638739647
alle: entropy = 0.9689218239680869, entropy normalised = 0.24223045599202173
Uebergünge: entropy = 2.2210830670283546, entropy normalised = 0.22210830670283546
einfachsten: entropy = 2.86352525567826, entropy normalised = 0.26032047778893275
verbunden: entropy = 2.231565933541566, entropy normalised = 0.24795177039350735
*III.: entropy = 0.14973448489938326, entropy normalised = 0.029946896979876653
Ueber: entropy = 1.1897689986025461, entropy normalised = 0.23795379972050923
